#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-12T10:22:27 [V7.5.8]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-12T10:22:27	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/219/4&-out=Name,_RA,_DE,n,Re,q&-out.max=unlimited&-sort=Name	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.8	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22190004
#Name: J/ApJS/219/4
#Title: S4G pipeline 4: multi-component decompositions (Salo+, 2015)
#INFO	ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	creator=Salo H.	    First author or institution
#INFO	cites=bibcode:2015ApJS..219....4S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/219/4	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22190004	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-06-28	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_ApJS_219_4_galaxies:
#Name: J/ApJS/219/4/galaxies
#Title: Parameters of the galaxies;  center, outer orientation, sky background; and 1-component Sersic fits
#Column	Name	(a10)	Galaxy name (IDE)	[ucd=meta.id;meta.main]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
#Column	n	(F6.3)	[0.3/19]? Sersic index	[ucd=stat.fit.param]
#Column	Re	(F7.2)	[5/7631]? Effective radius	[ucd=phys.angSize]
#Column	q	(F6.3)	[0.07/1]? Axial ratio	[ucd=phys.size.axisRatio]
Name	_RA	_DE	n	Re	q
NGC4639   	190.71814	+13.25754	 2.868	  27.58	 0.695
NGC4641   	190.78190	+12.05111	 3.719	  35.93	 0.856
NGC4642   	190.82410	-00.64425	 1.215	  23.45	 0.279
NGC4643   	190.83389	+01.97840	 3.910	  30.52	 0.720
NGC4647   	190.88559	+11.58247	      	       	
NGC4651   	190.92761	+16.39340	 1.683	  31.78	 0.659
NGC4653   	190.96217	-00.56130	 1.444	  31.84	 0.757
NGC4654   	190.98599	+13.12635	 1.560	  60.99	 0.470
NGC4656   	190.99020	+32.17029	 1.715	 111.13	 0.250
NGC4658   	191.15744	-10.08312	 1.358	  17.69	 0.565
NGC4659   	191.12239	+13.49867	 5.561	  27.32	 0.918
NGC4666   	191.28615	-00.46191	 1.709	  37.58	 0.234
NGC4668   	191.38309	-00.53399	 0.766	  20.12	 0.506
NGC4680   	191.72812	-11.63704	 1.346	  15.84	 0.838
NGC4682   	191.81453	-10.06346	 0.825	  34.35	 0.486
NGC4684   	191.82286	-02.72754	 2.970	  24.99	 0.370
NGC4688   	191.94359	+04.33607	 1.463	  43.67	 0.966
NGC4689   	191.93968	+13.76269	 1.597	  64.81	 0.786
NGC4691   	192.05667	-03.33269	 2.340	  32.75	 0.427
NGC4694   	192.06288	+10.98362	 3.455	  34.07	 0.454
NGC4698   	192.09557	+08.48724	 3.641	  49.23	 0.729
NGC4699   	192.25911	-08.66430	 4.679	  40.27	 0.702
NGC4700   	192.28395	-11.40986	 0.829	  45.23	 0.157
NGC4701   	192.29817	+03.38873	 1.587	  15.66	 0.745
NGC4707   	192.09575	+51.16608	      	       	
NGC4710   	192.41232	+15.16549	 2.431	  45.36	 0.242
NGC4713   	192.49122	+05.31142	 0.982	  30.30	 0.760
NGC4722   	192.88500	-13.33007	 3.516	  19.34	 0.526
NGC4723   	192.76208	-13.23722	 2.035	  43.42	 0.734
NGC4725   	192.61089	+25.50076	 5.625	 237.56	 0.565
NGC4731   	192.75456	-06.39305	 2.148	  92.93	 0.269
NGC4733   	192.77826	+10.91210	 2.352	  32.74	 0.845
NGC4736   	192.72145	+41.12015	 3.780	  44.65	 0.874
NGC4746   	192.98071	+12.08303	 0.921	  22.10	 0.189
NGC4747   	192.94050	+25.77442	 1.482	  51.25	 0.241
NGC4749   	192.80000	+71.63679	 1.036	  14.53	 0.137
NGC4750   	192.53006	+72.87450	 1.597	  23.11	 0.796
NGC4753   	193.09213	-01.19969	 5.074	  66.33	 0.648
NGC4754   	193.07318	+11.31366	 4.904	  28.77	 0.737
NGC4758   	193.18417	+15.84839	 1.788	  48.13	 0.174
NGC4762   	193.23354	+11.23080	 3.953	  82.29	 0.152
NGC4765   	193.31070	+04.46333	 1.556	  10.93	 0.562
NGC4771   	193.33864	+01.26917	 0.774	  40.18	 0.242
NGC4772   	193.37155	+02.16834	 5.969	  56.77	 0.727
NGC4775   	193.44045	-06.62215	 1.324	  31.19	 0.899
NGC4779   	193.46193	+09.70992	15.077	 877.43	 0.612
NGC4781   	193.59895	-10.53722	 1.088	  40.77	 0.493
NGC4789A  	193.52187	+27.14963	 0.638	  37.57	 0.534
NGC4790   	193.71638	-10.24782	 0.848	  23.12	 0.646
NGC4791   	193.68307	+08.05316	 1.371	   8.13	 0.608
NGC4793   	193.66917	+28.93877	 1.178	  18.67	 0.472
NGC4795   	193.76207	+08.06542	 6.291	  37.31	 0.922
NGC4799   	193.81476	+02.89661	 1.435	  10.13	 0.288
NGC4800   	193.65740	+46.53114	 2.233	  17.47	 0.700
NGC4802   	193.95680	-12.05535	 3.170	  27.24	 0.718
NGC4806   	194.05167	-29.50297	 1.061	  15.47	 0.837
NGC4808   	193.95392	+04.30409	 1.040	  27.08	 0.350
NGC4809   	193.71275	+02.65408	 1.048	  32.68	 0.378
NGC4814   	193.84143	+58.34397	 1.721	  19.70	 0.661
NGC4818   	194.20378	-08.52530	15.412	 507.91	 0.490
NGC4826   	194.18207	+21.68266	 2.919	  76.70	 0.592
NGC4845   	194.50517	+01.57558	11.492	 260.72	 0.352
NGC4856   	194.83864	-15.04217	 4.184	  32.25	 0.534
NGC4866   	194.86308	+14.17105	 3.990	  54.34	 0.339
NGC4880   	195.04388	+12.48337	 2.098	  43.52	 0.707
NGC4897   	195.22061	-13.44980	 5.639	  41.20	 0.666
NGC4899   	195.23599	-13.94424	 1.146	  28.10	 0.602
NGC4900   	195.16312	+02.50146	 0.872	  33.80	 0.834
NGC4902   	195.24885	-14.51369	 3.567	  56.23	 0.695
NGC4904   	195.24445	-00.02745	 2.250	  33.27	 0.676
NGC4920   	195.51750	-11.37861	 1.445	  14.48	 0.546
NGC4928   	195.75233	-08.08499	 1.013	  14.55	 0.716
NGC4941   	196.05476	-05.55162	      	       	
NGC4942   	196.07962	-07.64944	 1.124	  22.11	 0.818
NGC4948   	196.23314	-07.94771	 1.178	  36.89	 0.268
NGC4948A  	196.27410	-08.16132	 1.142	  28.25	 0.626
NGC4951   	196.28207	-06.49382	 3.647	  35.06	 0.460
NGC4958   	196.45366	-08.02027	 3.770	  19.84	 0.460
NGC4961   	196.44822	+27.73411	 1.408	  13.26	 0.639
NGC4965   	196.78911	-28.22818	 1.495	  46.26	 0.734
NGC4980   	197.29201	-28.64179	 1.348	  22.10	 0.516
NGC4981   	197.20306	-06.77758	 6.386	 109.05	 0.648
NGC4984   	197.23839	-15.51630	 6.622	  25.41	 0.874
NGC4995   	197.41939	-07.83339	 1.487	  30.19	 0.843
NGC5002   	197.65910	+36.63422	 1.468	  29.25	 0.655
NGC5005   	197.73463	+37.05894	 3.959	  54.25	 0.409
NGC5012   	197.90440	+22.91547	 1.395	  29.20	 0.530
NGC5014   	197.87999	+36.28212	 2.141	  10.76	 0.261
NGC5016   	198.02786	+24.09505	 1.278	  18.04	 0.713
NGC5018   	198.25417	-19.51830	 5.064	  24.37	 0.709
NGC5022   	198.37827	-19.54660	 3.449	  22.82	 0.217
NGC5023   	198.04916	+44.03802	 0.932	  68.70	 0.137
NGC5033   	198.36473	+36.59365	 3.567	  41.20	 0.453
NGC5042   	198.88043	-23.98239	 1.523	  49.95	 0.689
NGC5054   	199.24370	-16.63485	10.409	 511.96	 0.656
NGC5055   	198.95554	+42.02929	 2.670	 114.94	 0.577
NGC5068   	199.72836	-21.03910	 1.373	 102.71	 0.936
NGC5073   	199.83595	-14.84452	14.386	 514.93	 0.190
NGC5078   	199.95843	-27.41008	 2.667	  30.86	 0.334
NGC5079   	199.90855	-12.69896	 1.174	  19.70	 0.652
NGC5084   	200.07051	-21.82758	 6.697	  77.19	 0.359
NGC5085   	200.07375	-24.44028	 2.049	  63.43	 0.790
NGC5088   	200.08432	-12.57181	 2.790	  28.99	 0.351
NGC5101   	200.44267	-27.43052	 5.641	  81.11	 0.707
NGC5103   	200.12523	+43.08401	 5.676	  14.50	 0.440
NGC5105   	200.45459	-13.20679	 1.347	  27.26	 0.631
NGC5107   	200.35529	+38.53638	 1.089	  25.29	 0.244
NGC5109   	200.21810	+57.64474	 0.994	  21.42	 0.303
NGC5112   	200.48543	+38.73451	 1.720	  72.14	 0.472
NGC5116   	200.73182	+26.98070	 0.800	  24.15	 0.308
NGC5117   	200.73526	+28.31653	 1.788	  33.71	 0.435
NGC5122   	201.06227	-10.65435	 6.456	  10.16	 0.407
NGC5134   	201.32735	-21.13417	 3.411	  54.91	 0.563
NGC5145   	201.30795	+43.26718	 2.049	   7.17	 0.558
NGC5147   	201.58211	+02.10076	 0.726	  24.61	 0.854
NGC5169   	202.04181	+46.67214	 2.953	  37.95	 0.437
NGC5170   	202.45346	-17.96649	 2.622	  79.68	 0.187
NGC5173   	202.10530	+46.59157	 4.600	   7.84	 0.849
NGC5194   	202.46957	+47.19526	 3.872	 241.85	 0.786
NGC5195   	202.49829	+47.26613	10.578	 243.66	 0.908
NGC5204   	202.40212	+58.41873	 1.116	  47.95	 0.619
NGC5205   	202.51538	+62.51153	 2.928	  25.21	 0.689
NGC5216   	203.02846	+62.70082	 5.322	  22.83	 0.931
NGC5218   	203.04342	+62.76777	 3.385	  17.51	 0.531
NGC5229   	203.51180	+47.91547	 0.848	  35.83	 0.215
NGC5236   	204.25383	-29.86576	 4.009	 309.96	 0.734
NGC5238   	203.68250	+51.60917	 0.972	  44.66	 0.651
NGC5240   	203.98010	+35.58827	 0.762	  23.96	 0.663
NGC5247   	204.51267	-17.88403	 3.847	 168.59	 0.893
NGC5248   	204.38362	+08.88506	 4.026	  68.54	 0.643
NGC5253   	204.98329	-31.64003	      	       	
NGC5254   	204.90793	-11.49388	 0.536	  48.47	 0.426
NGC5264   	205.40285	-29.91312	 0.828	  47.85	 0.674
NGC5273   	205.53494	+35.65424	 5.858	  62.03	 0.857
NGC5289   	206.28612	+41.50330	 7.539	  18.06	 0.411
NGC5290   	206.32971	+41.71234	 3.250	  32.58	 0.236
NGC5297   	206.59872	+43.87204	 1.070	  39.42	 0.287
NGC5300   	207.06702	+03.95090	 0.980	  51.94	 0.666
NGC5301   	206.60254	+46.10741	 1.114	  46.70	 0.203
NGC5304   	207.50612	-30.57851	 5.531	  30.20	 0.671
NGC5311   	207.23358	+39.98524	 5.974	  26.72	 0.708
NGC5313   	207.43481	+39.98460	 1.023	  20.73	 0.506
NGC5320   	207.58492	+41.36634	 1.346	  27.61	 0.529
NGC5326   	207.71130	+39.57491	 6.187	  26.05	 0.492
NGC5334   	208.22696	-01.11476	 0.961	  54.18	 0.735
NGC5336   	208.04060	+43.24278	 1.575	  13.45	 0.809
NGC5337   	208.09601	+39.68722	 1.411	  17.98	 0.435
NGC5338   	208.36052	+05.20778	 4.052	  29.14	 0.552
NGC5339   	208.50116	-07.93062	 2.909	  50.77	 0.642
NGC5346   	208.25800	+39.58052	 1.586	  27.12	 0.484
NGC5347   	208.32439	+33.49076	      	       	
NGC5348   	208.54689	+05.22720	 1.623	  45.98	 0.168
NGC5350   	208.33993	+40.36396	 1.402	  34.87	 0.843
NGC5353   	208.36142	+40.28312	 3.196	  20.65	 0.472
NGC5354   	208.36167	+40.30286	 8.960	 168.16	 0.880
NGC5355   	208.43985	+40.33879	 4.221	  10.70	 0.712
NGC5356   	208.74342	+05.33361	 0.787	  40.40	 0.195
NGC5360   	208.91116	+04.98475	 1.770	  35.35	 0.275
NGC5362   	208.72207	+41.31353	 1.221	  24.21	 0.425
NGC5363   	209.03018	+05.25470	 5.623	  55.59	 0.749
NGC5364   	209.05002	+05.01446	 1.868	  89.72	 0.669
NGC5371   	208.91676	+40.46177	 1.285	  61.13	 0.718
NGC5375   	209.23327	+29.16429	 7.925	 122.23	 0.581
NGC5376   	208.81694	+59.50670	 1.302	  23.32	 0.581
NGC5377   	209.06946	+47.23556	 5.866	  54.14	 0.474
NGC5383   	209.27075	+41.84600	 4.048	  44.71	 0.674
NGC5403   	209.96196	+38.18239	 2.354	  24.92	 0.153
NGC5422   	210.17526	+55.16448	 5.160	  27.11	 0.351
NGC5425   	210.19864	+48.44384	 1.179	  24.40	 0.252
NGC5426   	210.85356	-06.06910	 3.074	  33.16	 0.475
NGC5427   	210.85854	-06.03081	 2.801	  43.06	 0.894
NGC5430   	210.19092	+59.32865	 7.238	  32.27	 0.581
NGC5443   	210.54927	+55.81404	 2.821	  42.47	 0.396
NGC5448   	210.70863	+49.17265	 4.602	  55.36	 0.414
NGC5452   	208.60267	+78.22092	 0.870	  21.11	 0.751
NGC5457   	210.80243	+54.34875	 1.312	 220.99	 0.874
NGC5464   	211.76832	-30.01709	 1.448	  16.29	 0.475
NGC5468   	211.64532	-05.45316	 4.241	  81.88	 0.917
NGC5470   	211.63333	+06.02941	 0.716	  36.01	 0.087
NGC5472   	211.72930	-05.46054	 3.434	   6.92	 0.326
NGC5473   	211.18017	+54.89262	 6.426	  26.60	 0.905
NGC5474   	211.25670	+53.66221	 2.471	  84.89	 0.866
NGC5476   	212.03531	-06.09201	 1.103	  20.87	 0.787
NGC5477   	211.38792	+54.46111	 0.865	  27.83	 0.756
NGC5480   	211.58967	+50.72500	 1.593	  22.82	 0.789
NGC5481   	211.67172	+50.72332	 8.757	  50.80	 0.808
NGC5486   	211.85428	+55.10292	 1.751	  24.15	 0.725
NGC5492   	212.64662	+19.61235	 1.344	  13.98	 0.203
NGC5496   	212.90773	-01.15872	 1.581	  59.71	 0.179
NGC5506   	213.31209	-03.20756	      	       	
NGC5507   	213.33282	-03.14886	 5.737	  14.27	 0.692
NGC5520   	213.09491	+50.34843	 3.644	  11.80	 0.526
NGC5523   	213.71796	+25.31761	 1.611	  44.10	 0.264
NGC5526   	213.47386	+57.77132	 1.295	  17.32	 0.136
NGC5529   	213.89261	+36.22698	 1.116	  50.49	 0.098
NGC5534   	214.41774	-07.41751	 8.456	  24.46	 0.598
NGC5560   	215.01874	+03.99265	 1.224	  21.44	 0.264
NGC5566   	215.08312	+03.93359	 5.185	  39.53	 0.658
NGC5569   	215.13399	+03.98318	 2.094	  46.32	 0.735
NGC5574   	215.23311	+03.23799	 2.698	  15.64	 0.457
NGC5576   	215.26538	+03.27105	 6.737	  36.53	 0.695
NGC5577   	215.30462	+03.43577	 1.258	  43.17	 0.288
NGC5584   	215.59921	-00.38745	 0.940	  53.74	 0.662
NGC5585   	214.95085	+56.72905	 2.073	  85.46	 0.655
NGC5587   	215.54474	+13.91794	 1.965	  20.39	 0.365
NGC5595   	216.05517	-16.72297	 1.453	  22.99	 0.655
NGC5597   	216.11435	-16.76269	18.725	 849.97	 0.511
NGC5600   	215.95642	+14.63874	 1.888	  18.04	 0.779
NGC5602   	215.57847	+50.50142	 7.529	  28.08	 0.639
NGC5604   	216.17836	-03.21214	 1.124	  12.10	 0.544
NGC5608   	215.82404	+41.77536	 1.322	  42.78	 0.553
NGC5624   	216.64750	+51.58444	 1.078	  17.60	 0.591
NGC5630   	216.90242	+41.25782	 1.496	  20.82	 0.371
NGC5631   	216.63869	+56.58266	 6.350	  31.86	 0.905
NGC5633   	216.86827	+46.14655	 0.805	  13.18	 0.645
NGC5636   	217.41273	+03.26622	 2.536	  44.31	 0.634
NGC5645   	217.66417	+07.27500	 2.183	  32.70	 0.674
NGC5658   	218.11887	+00.29415	 1.562	  20.85	 0.173
NGC5660   	217.45750	+49.62261	 1.810	  30.66	 0.879
NGC5661   	217.98917	+06.25047	 2.521	  20.56	 0.326
NGC5665   	218.10748	+08.07845	 1.351	  17.02	 0.811
NGC5667   	217.59537	+59.46968	 1.607	  27.60	 0.380
NGC5668   	218.35138	+04.45049	 1.640	  38.91	 0.929
NGC5669   	218.18115	+09.89041	 2.347	  62.86	 0.656
NGC5673   	217.87885	+49.95881	 1.185	  30.27	 0.216
NGC5676   	218.19522	+49.45781	 1.221	  35.58	 0.483
NGC5678   	218.02327	+57.92144	 1.398	  28.28	 0.609
NGC5689   	218.87362	+48.74149	 3.871	  19.58	 0.406
NGC5690   	219.42114	+02.29097	 1.278	  34.54	 0.223
NGC5691   	219.47225	-00.39887	 1.432	  20.21	 0.588
NGC5693   	219.04646	+48.58453	 1.469	  26.97	 0.839
NGC5701   	219.79600	+05.36360	 4.119	  43.03	 0.743
NGC5707   	219.37912	+51.56161	 4.408	  15.25	 0.404
NGC5708   	219.56773	+40.45676	 0.567	  21.90	 0.384
NGC5713   	220.04803	-00.28921	 2.347	  24.03	 0.756
NGC5714   	219.54810	+46.63836	 1.380	  26.67	 0.129
NGC5719   	220.23497	-00.31819	 3.756	  16.31	 0.367
NGC5728   	220.59970	-17.25317	 5.623	  54.74	 0.523
NGC5729   	220.52869	-09.00944	 1.226	  29.81	 0.275
NGC5730   	219.96745	+42.74234	 1.950	  23.22	 0.194
NGC5731   	220.03808	+42.77911	 1.584	  14.45	 0.309
NGC5740   	221.10176	+01.67969	 7.027	  72.12	 0.579
NGC5744   	220.98272	-18.48390	 1.179	  10.06	 0.592
NGC5746   	221.23335	+01.95474	 1.321	  62.47	 0.208
NGC5750   	221.54627	-00.22305	 2.578	  35.19	 0.698
NGC5756   	221.89046	-14.85358	 4.067	  39.07	 0.415
NGC5757   	221.94321	-19.07854	 8.810	  86.78	 0.576
NGC5762   	222.17734	+12.45708	11.424	  35.94	 0.850
NGC5768   	223.03311	-02.52971	 1.508	  19.78	 0.760
NGC5770   	223.31265	+03.95972	 6.859	  23.39	 0.763
NGC5774   	223.42815	+03.58224	 2.309	  58.68	 0.744
NGC5775   	223.49022	+03.54447	 0.937	  49.28	 0.147
NGC5777   	222.82416	+58.97781	 4.181	  17.53	 0.277
NGC5781   	224.17172	-17.24397	 1.129	  13.11	 0.354
NGC5783   	223.36833	+52.07583	 1.274	  28.40	 0.706
NGC5789   	224.14710	+30.23457	 0.520	  18.84	 0.841
NGC5792   	224.59462	-01.09108	 7.769	 174.62	 0.571
NGC5798   	224.40819	+29.96849	 1.145	  19.89	 0.589
NGC5806   	225.00180	+01.89127	 5.543	  88.32	 0.487
NGC5809   	225.21811	-14.16517	 1.152	  10.13	 0.399
NGC5821   	224.74884	+53.92317	 1.297	  20.60	 0.556
NGC5832   	224.44125	+71.68153	 0.958	  37.05	 0.761
NGC5846   	226.62189	+01.60564	 4.134	  71.16	 0.941
NGC5850   	226.78198	+01.54428	 8.233	 194.56	 0.689
NGC5854   	226.94885	+02.56856	 3.184	  21.57	 0.434
NGC5861   	227.31705	-11.32166	 0.982	  41.55	 0.547
NGC5864   	227.38979	+03.05274	 1.961	  25.47	 0.348
NGC5866B  	228.03029	+55.78464	 2.077	  54.86	 0.676
NGC5878   	228.44038	-14.26978	 7.075	 107.24	 0.442
NGC5879   	227.44480	+57.00021	 2.339	  23.42	 0.362
NGC5885   	228.76729	-10.08615	 1.446	  50.55	 0.776
NGC5892   	228.45088	-15.46367	 1.996	  60.73	 0.937
NGC5894   	227.92056	+59.80882	 0.840	  35.57	 0.161
NGC5899   	228.76355	+42.04985	 1.796	  29.69	 0.436
NGC5900   	228.77090	+42.20985	 3.626	  12.76	 0.202
NGC5907   	228.97370	+56.32885	 1.159	  95.65	 0.103
NGC5913   	230.23099	-02.57804	 2.092	  24.25	 0.576
NGC5915   	230.38782	-13.09173	 1.368	  11.89	 0.670
NGC5916   	230.40808	-13.16922	 1.534	  19.80	 0.282
NGC5916A  	230.30768	-13.10062	 1.534	  19.80	 0.282
NGC5921   	230.48567	+05.07054	14.970	2255.42	 0.658
NGC5930   	231.53328	+41.67609	15.384	  54.73	 0.840
NGC5937   	232.69223	-02.82953	 1.789	  15.62	 0.591
NGC5949   	232.00279	+64.76315	 0.604	  28.85	 0.451
NGC5950   	232.87843	+40.43014	 2.043	  20.19	 0.751
NGC5951   	233.42946	+15.00729	 1.351	  42.10	 0.225
NGC5953   	233.63501	+15.19383	 2.628	   6.14	 0.832
NGC5954   	233.64656	+15.19824	 1.877	  13.92	 0.520
NGC5956   	233.74377	+11.75036	 5.383	  20.12	 0.767
NGC5957   	233.84683	+12.04751	 3.146	  48.33	 0.718
NGC5958   	233.70468	+28.65512	 0.972	  14.37	 0.783
NGC5962   	234.13185	+16.60789	 2.376	  24.31	 0.649
NGC5963   	233.36579	+56.55938	 0.865	  13.15	 0.698
NGC5964   	234.40158	+05.97358	 2.176	 100.57	 0.541
NGC5970   	234.62492	+12.18661	 1.908	  30.34	 0.563
NGC5981   	234.47273	+59.39179	 0.803	  31.03	 0.115
NGC5984   	235.72163	+14.23142	 1.068	  37.55	 0.198
NGC5985   	234.90454	+59.33195	 0.898	  56.15	 0.503
NGC6010   	238.57977	+00.54303	 4.851	  23.75	 0.287
NGC6012   	238.55810	+14.60124	 1.158	  32.14	 0.448
NGC6014   	238.98910	+05.93184	 7.601	  58.08	 0.790
NGC6015   	237.85513	+62.31003	 0.983	  50.54	 0.484
NGC6063   	241.80402	+07.97901	 0.804	  21.66	 0.581
NGC6070   	242.49452	+00.70931	 1.711	  51.44	 0.478
NGC6106   	244.69670	+07.41101	 1.260	  22.98	 0.607
NGC6118   	245.45259	-02.28342	 1.228	  72.92	 0.425
NGC6140   	245.24234	+65.39055	 1.890	  55.87	 0.626
NGC6155   	246.53461	+48.36692	 1.007	  16.97	 0.713
NGC6168   	247.83672	+20.18549	 1.201	  20.99	 0.161
NGC6181   	248.08737	+19.82660	 1.687	  18.71	 0.586
NGC6207   	250.76562	+36.83242	 0.986	  27.95	 0.443
NGC6217   	248.16340	+78.19821	      	       	
NGC6236   	251.14457	+70.78027	 1.454	  38.78	 0.638
NGC6237   	251.59517	+70.35506	 1.460	  39.69	 0.435
NGC6239   	252.52095	+42.73984	 1.724	  21.05	 0.379
NGC6255   	253.69985	+36.50088	 2.517	  94.88	 0.293
NGC6267   	254.53616	+22.98506	 0.945	  21.19	 0.885
NGC6278   	255.20976	+23.01096	 7.238	  24.41	 0.595
NGC6339   	259.27710	+40.84496	 3.444	  67.61	 0.634
NGC6340   	257.60400	+72.30436	 7.781	 194.82	 0.925
NGC6395   	261.63037	+71.09626	 1.597	  39.19	 0.323
NGC6412   	262.40634	+75.70433	 1.582	  41.80	 0.812
NGC6434   	264.20346	+72.08895	 7.798	  38.11	 0.550
NGC6503   	267.36047	+70.14434	 0.741	  51.30	 0.303
NGC6861E  	302.75629	-48.69074	 1.451	  14.10	 0.287
NGC6870   	302.54513	-48.28710	 2.545	  24.52	 0.412
NGC6887   	304.32199	-52.79680	 1.095	  43.33	 0.357
NGC6889   	304.72189	-53.95708	 1.569	  21.32	 0.717
NGC6902   	306.11725	-43.65353	 4.761	  64.53	 0.782
NGC6902B  	305.77942	-43.86855	 2.147	  21.75	 0.952
NGC6923   	307.91278	-30.83192	 9.317	 113.91	 0.535
NGC6925   	308.58569	-31.98089	 3.459	  37.22	 0.508
NGC7051   	319.96387	-08.78290	 2.930	  12.69	 0.643
NGC7059   	321.83948	-60.01458	 2.626	  39.12	 0.624
NGC7064   	322.25958	-52.76611	 0.615	  50.58	 0.153
NGC7070   	322.60559	-43.08710	 1.423	  35.35	 0.770
NGC7079   	323.14694	-44.06749	 4.740	  25.43	 0.706
NGC7090   	324.12027	-54.55732	 1.350	  88.48	 0.165
NGC7091   	323.53204	-36.65601	 1.777	  37.06	 0.543
NGC7098   	326.06699	-75.11134	 8.663	 121.09	 0.635
NGC7107   	325.61033	-44.79028	 1.491	  40.61	 0.700
NGC7140   	328.06397	-55.56966	15.291	2119.65	 0.500
NGC7151   	328.76542	-50.65611	 1.099	  37.01	 0.392
NGC7154   	328.83765	-34.81411	 2.085	  34.64	 0.569
NGC7162   	329.91272	-43.30622	 1.395	  27.74	 0.426
NGC7162A  	330.15000	-43.13944	 1.582	  59.87	 0.628
NGC7163   	329.83511	-31.88308	      	       	
NGC7167   	330.12765	-24.63259	 1.408	  22.85	 0.809
NGC7171   	330.25836	-13.26968	 1.137	  34.24	 0.514
NGC7179   	331.20541	-64.04687	 1.962	  28.00	 0.384
NGC7180   	330.57697	-20.54769	 2.071	  12.65	 0.435
NGC7183   	330.59006	-18.91657	 4.187	  42.13	 0.342
NGC7184   	330.66592	-20.81282	 1.862	  57.59	 0.389
NGC7188   	330.87079	-20.31803	 0.849	  24.15	 0.499
NGC7191   	331.71582	-64.63455	 1.114	  22.73	 0.420
NGC7205   	332.14279	-57.44254	 1.175	  47.76	 0.524
NGC7213   	332.31775	-47.16665	 8.010	  83.01	 0.976
NGC7218   	332.54880	-16.66100	 1.460	  25.22	 0.637
NGC7219   	333.28763	-64.84895	 5.815	  14.97	 0.764
NGC7241   	333.95782	+19.23236	 1.356	  32.55	 0.144
NGC7247   	334.42187	-23.73105	 1.170	  12.64	 0.682
NGC7254   	335.65103	-21.73722	 1.202	  11.57	 0.466
NGC7280   	336.61490	+16.14827	12.869	 109.99	 0.647
NGC7290   	337.11011	+17.14745	 0.839	  13.18	 0.599
NGC7307   	338.46890	-40.93274	 1.876	  54.55	 0.269
NGC7314   	338.94262	-26.05025	 0.634	  54.24	 0.362
NGC7328   	339.37207	+10.53158	 1.571	  16.78	 0.557
NGC7347   	339.98401	+11.02756	 0.917	  20.19	 0.158
NGC7361   	340.57672	-30.05530	 1.038	  51.14	 0.220
NGC7368   	341.38205	-39.34186	 1.067	  22.86	 0.179
NGC7371   	341.51550	-11.00106	 2.830	  35.07	 0.945
NGC7378   	341.94873	-11.81663	      	       	
NGC7412   	343.94058	-42.64205	 1.539	  44.63	 0.987
NGC7416   	343.92377	-05.49535	 2.114	  22.74	 0.548
NGC7418   	344.15067	-37.03008	 0.981	  58.80	 0.769
NGC7418A  	344.17187	-36.77277	18.722	 374.65	 0.696
NGC7421   	344.22632	-37.34720	 1.755	  38.48	 0.739
NGC7424   	344.32654	-41.07057	 3.734	 274.51	 0.848
NGC7437   	344.54187	+14.30902	 0.879	  30.23	 0.967
NGC7448   	345.01495	+15.98036	 1.395	  24.06	 0.467
NGC7456   	345.54342	-39.56940	 1.166	  68.80	 0.346
NGC7462   	345.69372	-40.83520	 1.133	  51.27	 0.177
NGC7463   	345.46658	+15.98185	 1.129	  15.50	 0.456
NGC7465   	345.50397	+15.96487	 6.902	   5.86	 0.632
NGC7479   	346.23612	+12.32288	 4.620	  95.45	 0.431
NGC7496   	347.44705	-43.42802	      	       	
NGC7497   	347.26428	+18.17718	 2.155	  63.58	 0.256
NGC7513   	348.30844	-28.35748	 1.962	  53.58	 0.470
NGC7531   	348.70209	-43.59994	 2.687	  32.41	 0.465
NGC7537   	348.64374	+04.49834	 1.349	  14.29	 0.309
NGC7541   	348.68274	+04.53390	 1.058	  33.71	 0.283
